VAE-izx,CVAE-izx,lambda=0.8 (izx),lambda=0.2 (izx),VAE-izy,CVAE-izy,lambda=0.8 (izy),lambda=0.2 (izy)
10.02666762,7.673770959,6.449587374,6.456478403,2.088259916,2.972099425,3.31118995,3.317479609
10.04572457,7.695651696,6.544305489,6.539536769,2.085177172,2.972408776,3.33283035,3.317726626
10.0334356,7.682142596,6.502220182,6.51538276,2.085856575,2.972037569,3.302286944,3.31775655
10.03215692,7.68501019,6.519053515,6.505452676,2.08858389,2.972584591,3.329587225,3.317922456
10.03737532,7.700536933,6.519568699,6.516261941,2.087540238,2.971615283,3.312997002,3.317605124
10.03686363,7.694731123,6.523257062,6.545063112,2.088768056,2.97285689,3.318726386,3.317437581
10.03791568,7.696493731,6.492747612,6.51143035,2.089490482,2.972130059,3.325188714,3.317571944
10.02151584,7.696434679,6.502933261,6.49814073,2.084338318,2.97281244,3.315012124,3.317452185
10.05043942,7.691620398,6.457623979,6.480437313,2.086180397,2.973155482,3.301483293,3.317629098
10.02821763,7.687587075,6.456803754,6.456577832,2.082758226,2.97269641,3.311968775,3.317900629
10.04091977,7.709952707,6.576589387,6.569599894,2.08449166,2.972641371,3.31640321,3.317441062
10.04079815,7.699771972,6.527031321,6.513947314,2.086256563,2.973376904,3.305719436,3.317773582
10.04086688,7.705461962,6.434046512,6.430781585,2.087409455,2.973064671,3.31076853,3.317857643
10.0338482,7.706423585,6.391836291,6.398933658,2.088019689,2.973971962,3.312462121,3.317953407
10.04318438,7.716243262,6.453925888,6.442696367,2.079227865,2.97346192,3.31871651,3.317713149
